id,name,lon,lat,type
458,VAN SICLEN AV-JZ,-73.89165773,40.67802821,NYCT
459,VAN SICLEN AVE-C,-73.890358,40.67271,NYCT
460,VERNON-JACKSON-7,-73.953581,40.742626,NYCT
461,W 4 ST-WASH SQ-ABCDEFM,-74.00030815,40.73225449,NYCT
462,W 8 ST-AQUARIUM-FQ,-73.97595787,40.57603382,NYCT
463,WAKEFIELD/241-2,-73.85062,40.903125,NYCT
464,WALL ST-23,-74.0091,40.706821,NYCT
465,WALL ST-45,-74.011862,40.707557,NYCT
466,WEST FARMS SQ-25,-73.87996128,40.84020763,NYCT
467,WESTCHESTER SQ-6,-73.842952,40.839892,NYCT
468,WHITEHALL S-FRY-R1W,-74.01300724,40.70314237,NYCT
469,WHITLOCK AV-6,-73.886283,40.826525,NYCT
470,WILSON AV-L,-73.9039586,40.68886654,NYCT
471,WINTHROP ST-25,-73.95007935,40.65665931,NYCT
472,WOODHAVEN BLVD-MR,-73.86943209,40.73309737,NYCT
473,WOODHAVEN BLVD-JZ,-73.852052,40.693704,NYCT
474,WOODLAWN-4,-73.878751,40.886037,NYCT
475,WORLD TRADE CTR-ACE23,-74.00974462,40.71256393,NYCT
476,WTC-CORTLANDT-1,-74.012188,40.711835,NYCT
477,YORK ST-F,-73.986885,40.69974267,NYCT
478,ZEREGA AV-6,-73.847036,40.836488,NYCT
479,ORCHARD BEACH-6,-73.8195465,40.860563,NYCT
